"SOURCE_INVOICE_NUMBER","SOURCE_LINE_NUMBER","ITEM_TYPE","SOURCE_ITEM_TYPE","ITEM_CODE","DESCRIPTION","QUANTITY","UNIT_PRICE","DISCOUNT","TOTAL","VAT_AMOUNT","UNIT","CURRENCY"
II100266,3,parts,M,PAR1104000199,OIL FILTER,1,45,0,45,2.25,PCS,AED
II100267,1,service,L,M00002,LUBE SERVICE,0.88,125,0,110,5.5,HRS,AED
II100267,2,parts,M,PAR1302000288,VIEW MIRROR RH,1,130,0,130,6.5,PCS,AED
II100267,3,parts,M,LUB1101000797,"15W40 RUBIA WORKS 1000 DIESEL ENGINE OIL(BULK)",9,14.75,0,132.75,6.64,LTR,AED
II100267,4,parts,M,PAR9999000682,OIL FILTER,1,35,0,35,1.75,PCS,AED
II100267,5,parts,M,PAR9999000659,FUEL / DIESEL FILTER,1,33,0,33,1.65,PCS,AED
II100267,6,parts,M,PAR9999001820,BRAKE BULB D/F 24V HOLDER TYPE,2,10,0,20,1,PCS,AED
II100267,7,parts,M,PAR9999005975,SUN OF GUN STP SMALL,2,37.5,0,75,3.75,PCS,AED
II100267,8,service,C,"9999",CONSUMABLES,1,10,0,10,0.5,NOS,AED
II100267,9,service,L,M00000,FRONT AND REAR BRAKE ADJUST,1,125,0,125,6.25,HRS,AED
II100267,10,service,L,M00004,DIESEL FILTER REPLACE AND LINE CLEAN,1,125,0,125,6.25,HRS,AED
II100267,11,service,L,M00005,BODY RUST AND PAINT,6.4,125,0,800,40,HRS,AED
II100267,12,service,L,M00006,LHS VIEW MIRROR REPLACE,0.24,125,0,30,1.5,HRS,AED
II100267,13,service,L,M00007,LIGHT BULB REPLACE,0.08,125,0,10,0.5,HRS,AED
II100267,14,service,L,M00008,FUEL PUMP ADJUST,1,125,0,125,6.25,HRS,AED
II100268,1,service,L,M00000,NON STANDAND MECHANICAL,0.5,120,0,60,3,HRS,AED
II100268,2,parts,M,LUB9999004725,SAE 5W30 TOTAL QUARTZ 7000 API SN,5,15,0,75,3.75,LTR,AED
II100268,3,parts,M,PAR1901000005,OIL FILTER KIA/HYUNDAI,1,20,0,20,1,PCS,AED
II100269,1,service,L,M00000,LUBE SERVICE,3.17,120.004,0,380.4,19.02,HRS,AED
II100269,2,parts,M,LUB1305000003,RUBIA OPTIMA 3100 10W-40-DIESEL & GAS ENGINE OIL,9,23,0,207,10.35,LTR,AED
II100269,3,parts,M,PAR1305000017,OIL FILTER,1,80,0,80,4,PCS,AED
II100269,4,parts,M,PAR1101003527,"WIPER BLADE 22"" TENSAI",2,7.5,0,15,0.75,PCS,AED
II100270,1,service,L,M00000,NON STANDAND MECHANICAL,0.5,120.004,0,60,3,HRS,AED
II100270,2,parts,M,LUB9999004725,SAE 5W30 TOTAL QUARTZ 7000 API SN,5.5,14.75,0,81.13,4.06,LTR,AED
II100270,3,parts,M,PAR1104000199,OIL FILTER,1,15,0,15,0.75,PCS,AED
II100271,1,service,L,M00000,LUBE SERVICE,3,120.004,0,360,18,HRS,AED
II100271,2,parts,M,LUB1305000003,RUBIA OPTIMA 3100 10W-40-DIESEL & GAS ENGINE OIL,9,23,0,207,10.35,LTR,AED
II100271,3,parts,M,PAR1305000017,OIL FILTER,1,80,0,80,4,PCS,AED
II100271,4,parts,M,PAR1101003527,"WIPER BLADE 22"" TENSAI",1,7.5,0,7.5,0.38,PCS,AED
II100271,5,parts,M,PAR1101003527,"WIPER BLADE 22"" TENSAI",1,7.5,0,7.5,0.38,PCS,AED
II100271,6,service,L,M17001,R/R WIPER BLADES (BOTH),0.17,120.004,0,20.4,1.02,HRS,AED
II100272,1,service,L,M00000,LUBE SERVICE,3.17,120.004,0,380.4,19.02,HRS,AED
II100272,2,parts,M,LUB1305000003,RUBIA OPTIMA 3100 10W-40-DIESEL & GAS ENGINE OIL,9,23,0,207,10.35,LTR,AED
II100272,3,parts,M,PAR1305000017,OIL FILTER,1,80,0,80,4,PCS,AED
II100273,1,service,L,M00000,LUBE SERVICE,0.5,120.004,0,60,3,HRS,AED
II100273,2,parts,M,LUB9999004725,SAE 5W30 TOTAL QUARTZ 7000 API SN,5.5,14.75,0,81.13,4.06,LTR,AED
II100273,3,parts,M,PAR1104000199,OIL FILTER,1,15,0,15,0.75,PCS,AED
II100273,4,parts,M,PAR1101002866,A/C FILTER,1,20,0,20,1,PCS,AED
II100273,5,parts,M,PAR1101002679,AIR FILTER,1,20,0,20,1,PCS,AED
II100273,6,service,L,M10004,R/R AC FILTER,0.25,120.004,0,30,1.5,HRS,AED
II100274,1,service,L,M00000,REPAIR BONNET ASSY,4,120,0,480,24,HRS,AED
II100274,2,parts,M,PAR9999006434,FOAM SPRAY,4,50,0,200,10,NOS,AED
II100275,1,service,L,M00000,"LUBE SERVICE, REPLACE RHS & LHS ENGINE MOUNTING",3.5,120.004,0,420,21,HRS,AED
II100275,2,parts,M,LUB9999004725,SAE 5W30 TOTAL QUARTZ 7000 API SN,5.5,14.75,0,81.13,4.06,LTR,AED
II100275,3,parts,M,PAR1220000005,"FILTER, OIL",1,17,0,17,0.85,PCS,AED
II100275,4,parts,M,PAR1203000088,AIR FILTER,1,30,0,30,1.5,NOS,AED
II100275,5,parts,M,PAR1203000089,AC FILTER,1,40,0,40,2,NOS,AED
II100275,6,parts,M,PAR1203000090,FRONT UPPER ARM RHS,1,130,0,130,6.5,NOS,AED
II100275,7,parts,M,PAR1203000091,FRONT UPPER ARM LHS,1,130,0,130,6.5,NOS,AED
II100275,8,parts,M,PAR1203000092,ALTERNATOR ASSY,1,900,0,900,45,NOS,AED
II100275,9,parts,M,PAR1203000072,ENGINE MOUNTING,1,250,0,250,12.5,PCS,AED
II100275,10,parts,M,PAR1203000072,ENGINE MOUNTING,1,250,0,250,12.5,PCS,AED
II100275,11,service,L,M00005,REPLACE FRONT RHS & LHS UPPER ARM ASSY,3,120.004,0,360,18,HRS,AED
II100275,12,service,L,M00002,REPLACE ALTERNATOR ASSY & AC FILTER,2.25,120.004,0,270,13.5,HRS,AED
II100275,13,service,L,M00003,WHEEL BALANCING,0.5,120.004,0,60,3,HRS,AED
II100276,1,service,L,M00000,"AC COMP REPLACE, CLEANING EXPANSION VALVE & AC SYSTEM",4,100,0,400,20,HRS,AED
II100276,2,parts,M,PAR7302000020,AC COMPRESSOR,1,1500,0,1500,75,NOS,AED
II100276,3,parts,M,PAR6703000025,A/C FILTER,1,95,0,95,4.75,PCS,AED
II100276,4,service,C,"9999",AC GAS,0.5,65,0,32.5,1.63,NOS,AED
II100276,5,service,L,M00002,AC GAS CHARGING & VACUMMING,1,253.33,0,253.33,12.67,HRS,AED
II100278,1,service,L,M00000,LUBE SERVICE,1,140,0,140,7,HRS,AED
II100278,2,parts,M,LUB9999004725,SAE 5W30 TOTAL QUARTZ 7000 API SN,6.5,15,0,97.5,4.88,LTR,AED
II100278,3,parts,M,PAR9999003436,OIL FILTER,1,37,0,37,1.85,PCS,AED
II100278,4,parts,M,PAR1116000159,FR BRAKEPAD. LANDCRUISER 25,1,399,0,399,19.95,PCS,AED
II100278,5,service,S,SLI00717,DISC SKIMMING CHARGES,1,45,0,45,2.25,NOS,AED
II100278,6,service,L,M03007,R/R FRONT BRAKE PAD  &amp; FRONT DISCS SKIMMING,1.5,180,0,270,13.5,HRS,AED
II100279,1,service,L,M00000,"LUBE SERVICE, REPLACE AC FILTER & PARKING BULB",1,100,0,100,5,HRS,AED
II100279,2,parts,M,LUB9999004725,SAE 5W30 TOTAL QUARTZ 7000 API SN,5.5,10,0,55,2.75,LTR,AED
II100279,3,parts,M,PAR1104000199,OIL FILTER,1,19,0,19,0.95,PCS,AED
II100279,4,parts,M,PAR1117000076,A/C FILTER TOYOTA,1,175,0,175,8.75,PCS,AED
II100279,5,parts,M,PAR1101001735,AIR FILTER,1,120,0,120,6,PCS,AED
II100279,6,parts,M,PAR9999001815,PARKING BULB 2825-OSRAM,1,3,0,3,0.15,PCS,AED
II100280,1,service,L,M00000,"LUBE SERVICE, REPLACE AC FILTER",1,70,0,70,3.5,HRS,AED
II100280,2,parts,M,LUB9999004725,SAE 5W30 TOTAL QUARTZ 7000 API SN,5.5,10,0,55,2.75,LTR,AED
II100280,3,parts,M,PAR1104000199,OIL FILTER,1,19,0,19,0.95,PCS,AED
II100280,4,parts,M,PAR1101000871,AC FILTER,1,20,0,20,1,PCS,AED
II100280,5,parts,M,PAR9999006187,REMOTE BATTERY,1,5,0,5,0.25,NOS,AED
II100281,1,service,L,M00000,LUBE SERVICE,0.5,120.004,0,60,3,HRS,AED
II100281,2,parts,M,LUB9999004725,SAE 5W30 TOTAL QUARTZ 7000 API SN,5.5,14.75,0,81.13,4.06,LTR,AED
II100281,3,parts,M,PAR1104000199,OIL FILTER,1,19,0,19,0.95,PCS,AED
II100282,1,service,L,M00000,REPLACE TYRE,0,0,0,0,0,HRS,AED
II100282,2,parts,M,TYR9999004839,"205 65 R16 LANDSPIDER TYRE",4,332.5,0,1330,66.5,PCS,AED
II100282,3,service,S,SLI00678,ALLOY WHEEL STICKER BALANCING,1,50,0,50,2.5,NOS,AED
II100283,1,service,L,M00000,LUBE SERVICE,0.5,120.004,0,60,3,HRS,AED
II100283,2,parts,M,LUB9999004725,SAE 5W30 TOTAL QUARTZ 7000 API SN,5.5,14.75,0,81.13,4.06,LTR,AED
II100283,3,parts,M,PAR1104000199,OIL FILTER,1,15,0,15,0.75,PCS,AED
II100283,4,parts,M,PAR1101002866,A/C FILTER,1,20,0,20,1,PCS,AED
II100283,5,parts,M,PAR1101002679,AIR FILTER,1,20,0,20,1,PCS,AED
II100283,6,service,L,M10004,R/R AC FILTER,0.25,120.004,0,30,1.5,HRS,AED
II100284,1,service,L,M00000,LUBE SERVICE,1,80,0,80,4,HRS,AED
II100284,2,parts,M,LUB9999004725,SAE 5W30 TOTAL QUARTZ 7000 API SN,6,15,0,90,4.5,LTR,AED
II100284,3,parts,M,PAR1102000196,"OIL FILTER, INNOVA",1,16,0,16,0.8,PCS,AED
II100285,1,service,L,M00000,RHS KING PIN REPLACE,2,125,0,250,12.5,HRS,AED
II100285,2,parts,M,PAR1302000005,KINGPIN SET MIT ROSA BUS 2014 MMK712523,2,190,0,380,19,PCS,AED
II100285,3,service,C,"9999",CONSUMABLES,10,2,0,20,1,NOS,AED
II100285,4,service,L,M00003,LHS KING PIN REPLACE,2,125,0,250,12.5,HRS,AED
II100286,1,service,L,M01001,CARRYOUT PERIODIC MAINTENANCE SERVICE,1,51.5,0,51.5,2.58,HRS,AED
II100286,2,parts,M,LUB9999004760,ENGINE OIL 0W20,4,22,0,88,4.4,LTR,AED
II100286,3,parts,M,PAR9999005634,OIL FILTER,1,25,0,25,1.25,PCS,AED
II100286,4,service,C,"9999",CONSUMABLES,1,10,0,10,0.5,NOS,AED
II100287,1,service,L,M01001,CARRYOUT PERIODIC MAINTENANCE SERVICE,0.5,120.004,0,60,3,HRS,AED
II100287,2,parts,M,LUB9999004725,SAE 5W30 TOTAL QUARTZ 7000 API SN,5.5,14.75,0,81.13,4.06,LTR,AED
II100287,3,parts,M,PAR1104000199,OIL FILTER,1,15,0,15,0.75,PCS,AED
II100287,4,parts,M,PAR1101002966,"WIPER BLADE 18""",1,7.5,0,7.5,0.38,PCS,AED
II100287,5,parts,M,PAR1101002967,"WIPER BLADE 24""",1,7.5,0,7.5,0.38,PCS,AED
II100287,6,service,C,"9999",CONSUMABLES,1,0,0,0,0,NOS,AED
II100287,7,service,L,M00005,WIPER BLADE REPLACE,0.08,120,0,9.6,0.48,HRS,AED
II100288,1,service,L,M01001,CARRYOUT PERIODIC MAINTENANCE SERVICE,0.5,120.004,0,60,3,HRS,AED
II100288,2,parts,M,LUB9999004725,SAE 5W30 TOTAL QUARTZ 7000 API SN,5.5,14.75,0,81.13,4.06,LTR,AED
II100288,3,parts,M,PAR1104000199,OIL FILTER,1,15,0,15,0.75,PCS,AED
II100288,4,service,C,"9999",CONSUMABLES,1,0,0,0,0,NOS,AED
II100289,1,service,L,M01001,CARRYOUT PERIODIC MAINTENANCE SERVICE,0.5,120.004,0,60,3,HRS,AED
II100289,2,parts,M,LUB9999004725,SAE 5W30 TOTAL QUARTZ 7000 API SN,5.5,14.75,0,81.13,4.06,LTR,AED
II100289,3,parts,M,PAR1104000199,OIL FILTER,1,15,0,15,0.75,PCS,AED
II100289,4,service,C,"9999",CONSUMABLES,1,0,0,0,0,NOS,AED
II100290,1,service,L,M01011,AIR FILTER R/R,0.26,95,0,24.7,1.24,HRS,AED
II100290,2,parts,M,TYR9999005060,TYRE DEESTONE 175/65R14 82H,4,260,0,1040,52,NOS,AED
II100290,3,parts,M,PAR1101003525,"WIPER BLADE 14""-TENSAI",1,25,0,25,1.25,PCS,AED
II100290,4,parts,M,PAR1101003527,"WIPER BLADE 22"" TENSAI",1,25,0,25,1.25,PCS,AED
II100290,5,parts,M,PAR7302000022,AIR FILTER,1,95,0,95,4.75,NOS,AED
II100290,6,parts,M,PAR7302000021,FRONT WHEEL BEARING,1,220,0,220,11,NOS,AED
II100290,7,parts,M,PAR9999002392,DOUBLE FILMENT BRAKE BULB,1,10,0,10,0.5,PCS,AED
II100290,8,service,S,SLI00748,BEARING FIXING CHARGES,1,25,0,25,1.25,NOS,AED
II100290,9,service,L,M05001,R/R FRONT RHS WHEEL BEARING,1.57,95,0,149.15,7.46,HRS,AED
II100290,10,service,L,M11009,BULB REPLACED,0.11,95,0,10.45,0.52,HRS,AED
II100290,11,service,L,M17001,R/R WIPER BLADES (BOTH),0.11,95,0,10.45,0.52,HRS,AED
II100291,1,service,L,M00000,LUBE SERVICE,1,60,0,60,3,HRS,AED
II100291,2,parts,M,LUB9999004725,SAE 5W30 TOTAL QUARTZ 7000 API SN,5.5,14.75,0,81.13,4.06,LTR,AED
II100291,3,parts,M,PAR1104000199,OIL FILTER,1,15,0,15,0.75,PCS,AED
II100292,1,service,L,M01001,CARRYOUT PERIODIC MAINTENANCE SERVICE,1,135,0,135,6.75,HRS,AED
II100292,2,parts,M,LUB9999004725,SAE 5W30 TOTAL QUARTZ 7000 API SN,7,15,0,105,5.25,LTR,AED
II100292,3,parts,M,PAR9999003436,OIL FILTER,1,35,0,35,1.75,PCS,AED
II100292,4,parts,M,PAR1116000159,FR BRAKEPAD. LANDCRUISER 25,1,360,0,360,18,PCS,AED
II100292,5,parts,M,PAR1116000158,REAR BRAKE PAD,1,310,0,310,15.5,NOS,AED
II100292,6,service,L,M03001,R/R FRONT BRAKE PAD,1.5,120,0,180,9,HRS,AED
II100292,7,service,L,M03002,R/R REAR BRAKE PAD,1.5,120,0,180,9,HRS,AED
II100293,1,service,L,M00000,LUBE SERVICE,0.5,120.004,0,60,3,HRS,AED
II100293,2,service,L,M00005,REAR BRAKE PAD REPLACED,1,120.004,0,120,6,HRS,AED
II100294,1,service,L,M05008,R/R DRIVE SHAFT RHS,1.5,95,0,142.5,7.13,HRS,AED
II100294,2,parts,M,PAR6701000149,FRONT AXLE RHS,1,700,0,700,35,NOS,AED
II100295,1,service,L,M01001,CARRYOUT PERIODIC MAINTENANCE SERVICE,0.5,100,0,50,2.5,HRS,AED
II100295,2,parts,M,LUB9999004725,SAE 5W30 TOTAL QUARTZ 7000 API SN,3,14.75,0,44.25,2.21,LTR,AED
II100295,3,parts,M,PAR1201001330,OIL FILTER,1,20,0,20,1,PCS,AED
II100295,4,service,L,M00002,RR BRAKE PAD REMOD CLEAN AND REFIXED,1,100,0,100,5,HRS,AED
II100295,5,service,L,M00003,FRONT BUMPER CORNER FIXING,0.5,100,0,50,2.5,HRS,AED
II100295,6,service,L,M00006,BOTHSIDE HEADLIGHT POLISH,1,100,0,100,5,HRS,AED
II100296,1,service,L,M11009,BULB REPLACED,0.1,100,0,10,0.5,HRS,AED
II100296,2,parts,M,PAR1202000400,FT BRAKE PAD,1,283,0,283,14.15,PCS,AED
II100296,3,parts,M,PAR1202000924,FRONT AXLE LHS,1,350,0,350,17.5,NOS,AED
II100296,4,parts,M,PAR1202000314,FRT RHS FENDER LINER,1,160,0,160,8,PCS,AED
II100296,5,parts,M,PAR1202000283,FT LH FENDER LINER,1,160,0,160,8,PCS,AED
II100296,6,parts,M,PAR1202000601,ENGINE BOTTOM COVER,1,80,0,80,4,PCS,AED
II100296,7,parts,M,PAR1202000647,RR SHOCK ABSORBER,1,95,0,95,4.75,PCS,AED
II100296,8,parts,M,PAR1202000647,RR SHOCK ABSORBER,1,95,0,95,4.75,PCS,AED
II100296,9,service,L,M03001,R/R FRONT BRAKE PAD,0.5,100,0,50,2.5,HRS,AED
II100296,10,service,L,M00000,REAR BRAKE CLEAN AND ADJUST,1,100,0,100,5,HRS,AED
II100296,11,service,L,M05007,R/R DRIVE SHAFT LHS,1.5,100,0,150,7.5,HRS,AED
II100296,12,service,L,M04003,R/R REAR LHS SHOCKABSORBER,1.5,100,0,150,7.5,HRS,AED
II100296,13,service,L,M04004,R/R REAR RHS SHOCKABSORBER,1.5,100,0,150,7.5,HRS,AED
II100296,14,service,L,M00002,BODY REPAIR AND PAINT,12,100,0,1200,60,HRS,AED
II100296,15,service,L,M00003,BOTH SIDES FENDER COVER REPLACE,1,100,0,100,5,HRS,AED
II100296,16,service,L,M00007,ENGINE COVER REPLACE,0.5,100,0,50,2.5,HRS,AED
II100296,17,service,L,M00008,LHS BALL JOINT REPLACE,1,100,0,100,5,HRS,AED
II100297,1,service,L,M00000,LUBE SERVICE,0.5,120.004,0,60,3,HRS,AED
II100297,2,parts,M,LUB9999004725,SAE 5W30 TOTAL QUARTZ 7000 API SN,5.5,14.75,0,81.13,4.06,LTR,AED
II100297,3,parts,M,PAR1104000199,OIL FILTER,1,15,0,15,0.75,PCS,AED
II100298,1,service,L,M00000,BRAKE DOWN ATTENDED IN MEDICLINIC PARKING,2,125,0,250,12.5,HRS,AED
II100298,2,parts,M,BAT9999005257,BATTERY 105D31L QATAR,1,410,0,410,20.5,NOS,AED
II100298,3,parts,M,BAT9999005255,BATTERY 55D23L QATAR MF,1,280,0,280,14,NOS,AED
II100299,1,service,L,M00000,WHEEL ALINGMENT WITH BALANCING,0,120.004,0,0,0,HRS,AED
II100299,2,parts,M,TYR9999005053,TYRE,4,289.04,0,1156.16,57.81,NOS,AED
II100299,3,service,S,SLI00557,ALLOY WHEEL STICKER BALANCING,1,43.838,0,43.84,2.19,NOS,AED
II100300,1,service,L,M01001,CARRYOUT PERIODIC MAINTENANCE SERVICE,1.48,95,0,140.6,7.03,HRS,AED
II100300,2,parts,M,LUB9999004725,SAE 5W30 TOTAL QUARTZ 7000 API SN,6.5,14.75,0,95.88,4.79,LTR,AED
II100300,3,parts,M,PAR9999002023,OIL FILTER,1,36.78,0,36.78,1.84,PCS,AED
II100301,1,service,L,M01001,CARRYOUT PERIODIC MAINTENANCE SERVICE,1,140,0,140,7,HRS,AED
II100301,2,parts,M,LUB9999004725,SAE 5W30 TOTAL QUARTZ 7000 API SN,6,14.75,0,88.5,4.43,LTR,AED
II100301,3,parts,M,PAR1104000199,OIL FILTER,1,37,0,37,1.85,PCS,AED
II100302,1,service,L,M00000,LUBE SERVICE,0.5,120.004,0,60,3,HRS,AED
II100302,2,parts,M,LUB9999004725,SAE 5W30 TOTAL QUARTZ 7000 API SN,4.5,14.75,0,66.38,3.32,LTR,AED
II100302,3,parts,M,PAR1104000199,OIL FILTER,1,19,0,19,0.95,PCS,AED
II100303,1,service,L,M00000,LUBE SERVICE,0.5,120.004,0,60,3,HRS,AED
II100303,2,parts,M,LUB9999004725,SAE 5W30 TOTAL QUARTZ 7000 API SN,7,14.75,0,103.25,5.16,LTR,AED
II100303,3,parts,M,PAR9999002023,OIL FILTER,1,32,0,32,1.6,PCS,AED
II100304,1,service,L,M00000,REPLACE FR BRAKE PAD & DISC SKIMMING,1.5,100,0,150,7.5,HRS,AED
II100304,2,parts,M,PAR7302000005,FRNT BRAKE PAD,1,345,0,345,17.25,PCS,AED
II100305,1,service,L,M01001,CARRYOUT PERIODIC MAINTENANCE SERVICE,0.5,100,0,50,2.5,HRS,AED
II100305,2,parts,M,LUB9999004725,SAE 5W30 TOTAL QUARTZ 7000 API SN,4,14.75,0,59,2.95,LTR,AED
II100305,3,parts,M,PAR7302000006,OIL FILTER,1,85,0,85,4.25,PCS,AED
II100306,1,service,L,M01001,CARRYOUT PERIODIC MAINTENANCE SERVICE,0.5,100,0,50,2.5,HRS,AED
II100306,2,parts,M,LUB9999004725,SAE 5W30 TOTAL QUARTZ 7000 API SN,3,14.75,0,44.25,2.21,LTR,AED
II100306,3,parts,M,PAR1201001330,OIL FILTER,1,30,0,30,1.5,PCS,AED
II100307,1,service,L,M01001,CARRYOUT PERIODIC MAINTENANCE SERVICE,1,140,0,140,7,HRS,AED
II100307,2,parts,M,LUB9999004725,SAE 5W30 TOTAL QUARTZ 7000 API SN,6.5,14.75,0,95.88,4.79,LTR,AED
II100307,3,parts,M,PAR9999003436,OIL FILTER,1,37,0,37,1.85,PCS,AED
II100307,4,parts,M,LUB1101000799,"AUTOMATIC TRANSMISSION FLUID, TOYOTA",1,170,0,170,8.5,GAL,AED
II100307,5,parts,M,PAR1117000091,"TRANSMISSION OIL FILTER (STRAINER GEAR),T FORTUNER 2023",1,150,0,150,7.5,PCS,AED
II100307,6,parts,M,PAR9999001845,ATF GASKET T.INNOVA,1,81,0,81,4.05,PCS,AED
II100307,7,parts,M,LUB9999002786,TRANSMISSION OIL (85W90),2,14.75,0,29.5,1.48,LTR,AED
II100307,8,parts,M,LUB9999002786,TRANSMISSION OIL (85W90),3,14.75,0,44.25,2.21,LTR,AED
II100307,9,parts,M,LUB9999002786,TRANSMISSION OIL (85W90),2,14.75,0,29.5,1.48,LTR,AED
II100307,10,service,L,M00007,ATF OIL REPLACE,1.5,120,0,180,9,HRS,AED
II100307,11,service,L,M00002,FR DIFF OIL REPLACE,1,90,0,90,4.5,HRS,AED
II100307,12,service,L,M00003,RR DIFF OIL REPLACE,1,90,0,90,4.5,HRS,AED
II100307,13,service,L,M00004,TRANSFER CASE OIL REPLACE,1,90,0,90,4.5,HRS,AED
II100308,1,service,L,M01001,CARRYOUT PERIODIC MAINTENANCE SERVICE,0.5,120.004,0,60,3,HRS,AED
II100308,2,parts,M,LUB9999004725,SAE 5W30 TOTAL QUARTZ 7000 API SN,5.5,14.75,0,81.13,4.06,LTR,AED
II100308,3,parts,M,PAR1104000199,OIL FILTER,1,15,0,15,0.75,PCS,AED
II100309,1,service,L,M01001,CARRYOUT PERIODIC MAINTENANCE SERVICE,0.53,95,0,50.35,2.52,HRS,AED
II100309,2,parts,M,LUB9999004769,PETROL ENGINE OIL 10W40 ADNOC 4 LTR,1,85,0,85,4.25,PCS,AED
II100309,3,parts,M,PAR1104000199,OIL FILTER,1,15,0,15,0.75,PCS,AED
II100310,1,service,L,M01001,CARRYOUT PERIODIC MAINTENANCE SERVICE,0.5,120.004,0,60,3,HRS,AED
II100310,2,parts,M,LUB9999004725,SAE 5W30 TOTAL QUARTZ 7000 API SN,4.5,14.75,0,66.38,3.32,LTR,AED
II100310,3,parts,M,PAR1301000128,OIL FILTER,1,15,0,15,0.75,PCS,AED
II100310,4,service,L,M00002,FR LHG BUMPER SPOILER FIXING,0.41,120.004,0,49.2,2.46,HRS,AED
II100311,1,service,L,M01001,CARRYOUT PERIODIC MAINTENANCE SERVICE,1,50,0,50,2.5,HRS,AED
II100311,2,service,L,M00002,FR BRAKE PAD REPLACE,1,50,0,50,2.5,HRS,AED
II100311,3,service,L,M00009,LHS AXLE BOOT REPLACE,1,80,0,80,4,HRS,AED
II100311,4,service,L,M00006,RR BRAKE SHOE REPLACE,1,60,0,60,3,HRS,AED
II100312,1,service,L,M00000,AC FILTER REPLACE,1,30,0,30,1.5,HRS,AED
II100312,2,parts,M,PAR1909000087,AC FILTER,1,55,0,55,2.75,NOS,AED
II100312,3,parts,M,PAR1909000089,AC BLOWER MOTOR,1,360,0,360,18,NOS,AED
II100312,4,parts,M,PAR1909000088,REAR CONTROL ARM BUSH,4,60,0,240,12,NOS,AED
II100312,5,service,S,SLI00809,UPPER ARM BUSH REPLACEMENT,1,80,0,80,4,NOS,AED
II100312,6,service,C,"9999",AC GAS,0.5,65,0,32.5,1.63,NOS,AED
II100312,7,service,L,M10010,R/R AC BLOWER FAN MOTOR,1.5,120.004,0,180,9,HRS,AED
II100312,8,service,L,M10007,AC GAS CHARGING,1,120.004,0,120,6,HRS,AED
II100312,9,service,L,M00001,WHEEL ALLIGNMENT,1,120,0,120,6,HRS,AED
II100312,10,service,L,M00003,RR RHS UPPERARM BUSH REPLACE,1.5,120.004,0,180,9,HRS,AED
II100312,11,service,L,M00004,RR LHS UPPERARM BUSH REPLACE,1.5,120.004,0,180,9,HRS,AED
II100313,1,service,L,M01001,CARRYOUT PERIODIC MAINTENANCE SERVICE,1,140,0,140,7,HRS,AED
II100313,2,parts,M,LUB9999004725,SAE 5W30 TOTAL QUARTZ 7000 API SN,6.5,14.75,0,95.88,4.79,LTR,AED
II100313,3,parts,M,PAR9999003436,OIL FILTER,1,40,0,40,2,PCS,AED
II100313,4,parts,M,LUB1101000799,"AUTOMATIC TRANSMISSION FLUID, TOYOTA",1,163,0,163,8.15,GAL,AED
II100313,5,parts,M,PAR1117000091,"TRANSMISSION OIL FILTER (STRAINER GEAR),T FORTUNER 2023",1,150,0,150,7.5,PCS,AED
II100313,6,parts,M,PAR9999001845,ATF GASKET T.INNOVA,1,81,0,81,4.05,PCS,AED
II100313,7,parts,M,LUB1115000001,DIFFERENTIAL GEAR OIL,2,14.75,0,29.5,1.48,LTR,AED
II100313,8,parts,M,LUB1115000001,DIFFERENTIAL GEAR OIL,3,14.75,0,44.25,2.21,LTR,AED
II100313,9,parts,M,LUB1115000001,DIFFERENTIAL GEAR OIL,2,14.75,0,29.5,1.48,LTR,AED
II100313,10,parts,M,PAR1116000152,AC FILTER,1,165,0,165,8.25,PCS,AED
II100313,11,parts,M,PAR1116000150,"AIR FILTER, LAND CRUISER",1,165,0,165,8.25,PCS,AED
II100313,12,parts,M,PAR1116000158,REAR BRAKE PAD,1,310,0,310,15.5,NOS,AED
II100313,13,service,L,M00006,ATF REPLACE,1.5,120.004,0,180,9,HRS,AED
II100313,14,service,L,M00002,FR DIFF OIL REPLACE,0.75,120.004,0,90,4.5,HRS,AED
II100313,15,service,L,M00003,RR DIFF OIL REPLACE,0.75,120.004,0,90,4.5,HRS,AED
II100313,16,service,L,M00004,TRANSFER CASE OIL REPLACE,0.75,120.004,0,90,4.5,HRS,AED
II100313,17,service,L,M00005,AC FILTER AIR FILTER REPLACE,0.5,120.004,0,60,3,HRS,AED
II100313,18,service,L,M00009,RR BRAKE PAD REPLACE,1.5,120.004,0,180,9,HRS,AED
II100314,1,service,L,M01001,CARRYOUT PERIODIC MAINTENANCE SERVICE,1.16,120.004,0,139.2,6.96,HRS,AED
II100314,2,parts,M,LUB9999004725,SAE 5W30 TOTAL QUARTZ 7000 API SN,6.5,14.75,0,95.88,4.79,LTR,AED
II100314,3,parts,M,PAR9999003436,OIL FILTER,1,40.83,0,40.83,2.04,PCS,AED
II100315,1,service,L,M00000,FR BRAKE PAD REPLACE AND DISC SKIMMING,1.5,180,0,270,13.5,HRS,AED
II100315,2,parts,M,PAR1116000159,FR BRAKEPAD. LANDCRUISER 25,1,396,0,396,19.8,PCS,AED
II100315,3,parts,M,PAR1116000158,REAR BRAKE PAD,1,325,0,325,16.25,NOS,AED
II100315,4,service,S,SLI00836,DISC SKIMMING CHARGES,1,40,0,40,2,NOS,AED
II100315,5,service,S,SLI00840,BRAKE CALIPER PIN AND SOCKET MAKING AND FIXING,1,150,0,150,7.5,NOS,AED
