"SOURCE_JOB_NUMBER","SOURCE_LINE_NUMBER","ITEM_CODE","NAME","QUANTITY","UNIT_PRICE","SOURCE_TYPE"
JCI17977,3,PAR1101003525,"WIPER BLADE 14""-TENSAI",1,25,Part
JCI17977,4,PAR1101003527,"WIPER BLADE 22"" TENSAI",1,25,Part
JCI17977,5,PAR7302000022,AIR FILTER,1,95,Part
JCI17977,6,PAR7302000021,FRONT WHEEL BEARING,1,220,Part
JCI17977,7,PAR9999002392,DOUBLE FILMENT BRAKE BULB,1,10,Part
JCI17977,8,SLI00748,BEARING FIXING CHARGES,1,25,Service
JCI17977,9,M05001,R/R FRONT RHS WHEEL BEARING,1.57,95,Labor
JCI17977,10,M11009,BULB REPLACED,0.11,95,Labor
JCI17977,11,M17001,R/R WIPER BLADES (BOTH),0.11,95,Labor
JCI17978,1,M00000,FRONT LHS SIDE BUMPER FIXING,0.5,95,Labor
JCI17979,1,M04006,R/R FRONT LHS SHOCK MOUNTING,1.5,95,Labor
JCI17979,2,PAR1101003045,"MOUNT,FT SHOCK",1,74.5,Part
JCI17980,1,M11001,R/R BATTERY,0.25,95,Labor
JCI17980,2,BAT1101000750,"57412 12V 74AH 600A CCA EPC BATTERY",1,270,Part
JCI17981,1,M03002,R/R REAR BRAKE PAD,0.5,95,Labor
JCI17981,2,PAR1101000997,BRAKE PAD REAR,1,27.6,Part
JCI17982,1,M00000,REAR BUMPER AND ENGINE COVER FIX,1,95,Labor
JCI17983,1,M00000,CHECK AND REPORT,1,120,Labor
JCI17984,1,B00000,REAR ACCIDENT,2.75,95,Labor
JCI17984,2,PAR9999005910,COMMENTS WITH CALL CENTER NUMBER,1,10.5,Part
JCI17984,3,PAR9999005913,AMAN TAXI BUMPER LOGO,1,10.5,Part
JCI17984,4,PAR1101003259,RH TAIL LAMP,1,89.25,Part
JCI17984,5,PAR1101001864,BACK LAMP REAR RH,1,64.407,Part
JCI17984,6,"9999",PAINT AND THINNERS,1,100,Consumable
JCI17984,7,"9999",Labour EXCESS,1,164.09,O
JCI17985,1,M01028,OXYGEN SENSOR R/R,1.5,95,Labor
JCI17985,2,PAR1101003588,OXYGEN SENSOR,1,190.4,Part
JCI17986,1,M01999,Lube Service contract,0.5,95,Labor
JCI17986,2,LUB9999004725,SAE 5W30 TOTAL QUARTZ 7000 API SN,4,10.689,Part
JCI17986,3,PAR6701000012,ENGINE OIL FILTER,1,44.069,Part
JCI17986,4,"9999",CONSUMABLES,1,10,Consumable
JCI17986,5,"9999",SERVICE CONTRACT DIFF,1,52.67,O
JCI17987,1,M11001,R/R BATTERY,0.25,95,Labor
JCI17987,2,BAT1101000750,"57412 12V 74AH 600A CCA EPC BATTERY",1,270,Part
JCI17988,1,M11001,R/R BATTERY,0.25,95,Labor
JCI17988,2,BAT1101000750,"57412 12V 74AH 600A CCA EPC BATTERY",1,270,Part
JCI17989,1,M11001,R/R BATTERY,0.25,95,Labor
JCI17989,2,BAT1101000750,"57412 12V 74AH 600A CCA EPC BATTERY",1,270,Part
JCI17989,3,PAR1101001598,ALTERNATOR PULLY,1,42,Part
JCI17989,4,PAR9999001303,HOLDER ASSY,1,45,Part
JCI17989,5,M11002,ALTERNATOR ASSEMBLY R/O,2.5,95,Labor
JCI17990,1,M02001,R/R ATF,0.5,120,Labor
JCI17990,2,LUB9999002786,TRANSMISSION OIL (85W90),4,14.75,Part
JCI17990,3,LUB9999002786,TRANSMISSION OIL (85W90),3,14.75,Part
JCI17990,4,PAR1101003525,"WIPER BLADE 14""-TENSAI",1,7.5,Part
JCI17990,5,PAR1101002967,"WIPER BLADE 24""",1,7.5,Part
JCI17990,6,M00000,REPLACE RR DIFFERENTIAL OIL,0.5,120,Labor
JCI17991,1,M00000,CHECK AND REPORT,1,95,Labor
JCI17992,1,B00000,REAR LHS ACCIDENT,3.28,95,Labor
JCI17992,2,PAR9999005917,BRAINDING STICKER,1,10.5,Part
